Restaurant ID,City,Country,Latitude,Longitude,region_cluster
17144732,Rest of Hawaii,United States,21.280663,-157.831538,1
17143282,Rest of Hawaii,United States,21.279154,-157.831176,1
17143705,Rest of Hawaii,United States,21.285396,-157.836031,1
17615915,Savannah,United States,32.0804,-81.0954,1
17616487,Savannah,United States,32.052858,-81.096647,1
17615924,Savannah,United States,32.0785,-81.0894,1
17615979,Savannah,United States,32.0727,-81.0955,1
17616266,Savannah,United States,32.0775,-81.0911,1
17615976,Savannah,United States,32.0809,-81.0916,1
17616025,Savannah,United States,32.0782,-81.0844,1
17615597,Savannah,United States,32.0798,-81.0875,1
17615740,Savannah,United States,32.0735,-81.0979,1
17616203,Savannah,United States,32.0801,-81.0941,1
17616590,Savannah,United States,32.0794767,-81.0905213,1
17615855,Savannah,United States,32.0812,-81.0897,1
17616348,Savannah,United States,32.074495,-81.091482,1
17616368,Savannah,United States,32.080742,-81.097051,1
17616400,Savannah,United States,32.081394,-81.092484,1
17616076,Savannah,United States,32.0747,-81.0939,1
17616205,Savannah,United States,32.0798,-81.0897,1
17616222,Savannah,United States,32.0809,-81.0908,1
17616295,Savannah,United States,32.011689,-80.865909,1
17616465,Savannah,United States,31.99581,-80.848297,1
18483372,Singapore,Singapore,1.2826608,103.8600048,0
18484349,Singapore,Singapore,1.285476931,103.8594222,0
18496057,Singapore,Singapore,1.279419756,103.8403602,0
18483389,Singapore,Singapore,1.280502991,103.8416688,0
18483222,Singapore,Singapore,1.293220698,103.8536048,0
18483085,Singapore,Singapore,1.27944363,103.8430222,0
18484423,Singapore,Singapore,1.300404333,103.859422,0
18483714,Singapore,Singapore,1.331128397,103.8070809,0
18485469,Singapore,Singapore,1.29782554,103.8146178,0
18479690,Singapore,Singapore,1.310668316,103.8621195,0
18483224,Singapore,Singapore,1.311550709,103.8604162,0
18493989,Singapore,Singapore,1.289761964,103.8558665,0
18484464,Singapore,Singapore,1.2905805,103.859955,0
18483051,Singapore,Singapore,1.290800881,103.8601766,0
18482983,Singapore,Singapore,1.278373182,103.840921,0
18479742,Singapore,Singapore,1.301707168,103.8584296,0
18482938,Singapore,Singapore,1.290083898,103.839165,0
18483082,Singapore,Singapore,1.303034648,103.8581813,0
18483446,Singapore,Singapore,1.28197,103.8482541,0
18483252,Singapore,Singapore,1.299707726,103.8519943,0
17621616,Sioux City,United States,42.7956,-96.1608,1
17621696,Sioux City,United States,42.4765,-96.379,1
17621744,Sioux City,United States,42.5026,-96.4173,1
17621759,Sioux City,United States,42.492,-96.4051,1
17621763,Sioux City,United States,42.4965,-96.4046,1
17621780,Sioux City,United States,42.4391,-96.3479,1
17621781,Sioux City,United States,42.4375,-96.362,1
17621788,Sioux City,United States,42.4764,-96.3596,1
17621793,Sioux City,United States,42.4985,-96.4048,1
17621796,Sioux City,United States,42.495534,-96.378049,1
17621831,Sioux City,United States,42.4876,-96.3755,1
17621832,Sioux City,United States,42.4930681,-96.4063904,1
17621833,Sioux City,United States,42.5212,-96.418,1
17621834,Sioux City,United States,42.4351,-96.3691,1
17621869,Sioux City,United States,42.4944454,-96.3959487,1
17621960,Sioux City,United States,42.440592,-96.349464,1
17621746,Sioux City,United States,42.5011,-96.4136,1
17621755,Sioux City,United States,42.5106,-96.4204,1
17621946,Sioux City,United States,42.4949153,-96.4019631,1
17621552,Sioux City,United States,42.485608,-96.4092028,1
17096140,Tampa Bay,United States,27.96076,-82.762624,1
17099925,Tampa Bay,United States,27.770026,-82.636924,1
17092257,Tampa Bay,United States,27.7737426,-82.6329663,1
17092799,Tampa Bay,United States,27.7711464,-82.6333294,1
17095222,Tampa Bay,United States,27.775462,-82.632174,1
17092293,Tampa Bay,United States,27.931516,-82.482962,1
17102241,Tampa Bay,United States,27.941942,-82.46887,1
17102579,Tampa Bay,United States,27.944244,-82.469306,1
17092801,Tampa Bay,United States,27.9410382,-82.4852372,1
17093273,Tampa Bay,United States,27.935039,-82.483124,1
17096198,Tampa Bay,United States,27.848357,-82.843253,1
17095098,Tampa Bay,United States,27.792047,-82.673621,1
